machine_id,timestamp,temperature,room_temp
M1,2024-01-02T03:00:00,71.91,25.33
M1,2024-01-02T03:10:00,58.48,24.94
M1,2024-01-02T03:20:00,66.97,25.4
M1,2024-01-02T03:30:00,60.48,25.67
M1,2024-01-02T03:40:00,81.7,25.49
M1,2024-01-02T03:50:00,66.69,25.96
M1,2024-01-02T04:00:00,64.77,24.52
M1,2024-01-02T04:10:00,83.41,24.21
M1,2024-01-02T04:20:00,59.83,24.81
M1,2024-01-02T04:30:00,76.82,25.04
M1,2024-01-02T04:40:00,86.54,26.2
M1,2024-01-02T04:50:00,66.44,24.78
M1,2024-01-02T05:00:00,63.32,25.58
M1,2024-01-02T05:10:00,65.62,22.7
M1,2024-01-02T05:20:00,63.87,22.81
M1,2024-01-02T05:30:00,69.88,25.31
M1,2024-01-02T05:40:00,62.14,25.08
M1,2024-01-02T05:50:00,58.97,25.2
M1,2024-01-02T06:00:00,66.07,24.95
M1,2024-01-02T06:10:00,63.77,23.92
M1,2024-01-02T06:20:00,68.09,25.91
M1,2024-01-02T06:30:00,66.96,26.48
M1,2024-01-02T06:40:00,78.87,26.01
M1,2024-01-02T06:50:00,61.81,24.81
M1,2024-01-02T07:00:00,73.98,23.69
M1,2024-01-02T07:10:00,60.01,25.56
M1,2024-01-02T07:20:00,64.71,24.37
M1,2024-01-02T07:30:00,64.04,24.14
M1,2024-01-02T07:40:00,54.49,25.68
M1,2024-01-02T07:50:00,65.81,24.09
M1,2024-01-02T08:00:00,68.19,25.27
M1,2024-01-02T08:10:00,69.5,24.02
M1,2024-01-02T08:20:00,77.22,26.62
M1,2024-01-02T08:30:00,63.69,25.57
M1,2024-01-02T08:40:00,68.4,22.26
M1,2024-01-02T08:50:00,68.3,24.1
M1,2024-01-02T09:00:00,61.3,25.27
M1,2024-01-02T09:10:00,63.74,25.05
M1,2024-01-02T09:20:00,63.99,25.76
M1,2024-01-02T09:30:00,69.65,26.44
M1,2024-01-02T09:40:00,58.15,23.97
M1,2024-01-02T09:50:00,68.86,24.4
M1,2024-01-02T10:00:00,69.44,26.58
M1,2024-01-02T10:10:00,68.69,24.59
M1,2024-01-02T10:20:00,65.41,24.68
M1,2024-01-02T10:30:00,68.45,27.08
M1,2024-01-02T10:40:00,65.65,25.95
M1,2024-01-02T10:50:00,56.81,23.99
M1,2024-01-02T11:00:00,72.26,24.16
M1,2024-01-02T11:10:00,68.63,24.78
M1,2024-01-02T11:20:00,71.46,25.1
M1,2024-01-02T11:30:00,59.61,26.14
M1,2024-01-02T11:40:00,69.55,26.25
M1,2024-01-02T11:50:00,67.91,25.25
M1,2024-01-02T12:00:00,61.54,24.18
M1,2024-01-02T12:10:00,67.36,24.52
M1,2024-01-02T12:20:00,65.26,25.83
M1,2024-01-02T12:30:00,65.65,24.02
M1,2024-01-02T12:40:00,64.86,24.45
M1,2024-01-02T12:50:00,71.35,26.36
M1,2024-01-02T13:00:00,58.84,25.28
M1,2024-01-02T13:10:00,58.11,26.5
M1,2024-01-02T13:20:00,67.9,27.64
M1,2024-01-02T13:30:00,67.55,25.73
M1,2024-01-02T13:40:00,68.08,25.44
M1,2024-01-02T13:50:00,76.41,26.35
M1,2024-01-02T14:00:00,67.92,25.1
M1,2024-01-02T14:10:00,62.05,24.87
M1,2024-01-02T14:20:00,79.69,25.52
M1,2024-01-02T14:30:00,66.21,24.57
M1,2024-01-02T14:40:00,71.26,22.68
M1,2024-01-02T14:50:00,60.55,23.7
M1,2024-01-02T15:00:00,59.49,24.74
M1,2024-01-02T15:10:00,65.77,24.73
M1,2024-01-02T15:20:00,71.02,24.84
M1,2024-01-02T15:30:00,76.24,26.13
M1,2024-01-02T15:40:00,81.95,25.52
M1,2024-01-02T15:50:00,65.66,23.89
M1,2024-01-02T16:00:00,67.0,25.16
M1,2024-01-02T16:10:00,67.07,24.98
M1,2024-01-02T16:20:00,66.43,25.16
M1,2024-01-02T16:30:00,66.84,24.46
M1,2024-01-02T16:40:00,73.94,22.34
M1,2024-01-02T16:50:00,73.23,22.93
M1,2024-01-02T17:00:00,68.45,24.75
M1,2024-01-02T17:10:00,59.96,24.22
M1,2024-01-02T17:20:00,65.19,24.93
M1,2024-01-02T17:30:00,71.68,26.27
M1,2024-01-02T17:40:00,82.89,24.27
M1,2024-01-02T17:50:00,64.38,25.49
M1,2024-01-02T18:00:00,65.25,24.77
M1,2024-01-02T18:10:00,70.55,25.44
M1,2024-01-02T18:20:00,75.23,23.99
M1,2024-01-02T18:30:00,69.97,24.69
M1,2024-01-02T18:40:00,79.99,26.76
M1,2024-01-02T18:50:00,64.39,26.05
M1,2024-01-02T19:00:00,73.58,23.25
M1,2024-01-02T19:10:00,60.6,26.75
M1,2024-01-02T19:20:00,58.23,24.46
M1,2024-01-02T19:30:00,64.28,25.4
M1,2024-01-02T19:40:00,71.86,24.97
M1,2024-01-02T19:50:00,65.18,24.94
M1,2024-01-02T20:00:00,77.78,25.67
M1,2024-01-02T20:10:00,67.85,24.82
M1,2024-01-02T20:20:00,60.56,25.1
M1,2024-01-02T20:30:00,67.98,24.02
M1,2024-01-02T20:40:00,77.03,25.72
M1,2024-01-02T20:50:00,68.28,25.98
M1,2024-01-02T21:00:00,61.98,25.51
M1,2024-01-02T21:10:00,57.8,23.72
M1,2024-01-02T21:20:00,65.26,25.2
M1,2024-01-02T21:30:00,63.94,23.59
M1,2024-01-02T21:40:00,73.71,24.12
M1,2024-01-02T21:50:00,62.25,27.63
M1,2024-01-02T22:00:00,67.48,25.18
M1,2024-01-02T22:10:00,64.12,25.12
M1,2024-01-02T22:20:00,58.55,25.99
M1,2024-01-02T22:30:00,66.83,26.77
M1,2024-01-02T22:40:00,59.21,24.6
M1,2024-01-02T22:50:00,70.16,25.97
M1,2024-01-02T23:00:00,58.19,26.14
M1,2024-01-02T23:10:00,66.63,25.62
M1,2024-01-02T23:20:00,72.32,25.12
M1,2024-01-02T23:30:00,69.8,26.08
M1,2024-01-02T23:40:00,64.73,25.63
M1,2024-01-02T23:50:00,69.15,25.21
M1,2024-01-03T00:00:00,71.09,25.13
M1,2024-01-03T00:10:00,81.76,26.05
M1,2024-01-03T00:20:00,72.65,24.92
M1,2024-01-03T00:30:00,71.69,24.48
M1,2024-01-03T00:40:00,80.78,25.5
M1,2024-01-03T00:50:00,68.11,24.52
M1,2024-01-03T01:00:00,65.69,25.13
M1,2024-01-03T01:10:00,74.23,25.2
M1,2024-01-03T01:20:00,71.34,25.28
M1,2024-01-03T01:30:00,67.41,26.07
M1,2024-01-03T01:40:00,73.12,24.32
M1,2024-01-03T01:50:00,78.49,24.64
M1,2024-01-03T02:00:00,58.59,23.24
M1,2024-01-03T02:10:00,64.9,24.72
M1,2024-01-03T02:20:00,61.97,23.95
M1,2024-01-03T02:30:00,66.83,25.23
M1,2024-01-03T02:40:00,61.65,25.68
M1,2024-01-03T02:50:00,71.92,24.79
M1,2024-01-03T03:00:00,78.55,24.34
M1,2024-01-03T03:10:00,67.83,25.49
M1,2024-01-03T03:20:00,59.15,25.07
M1,2024-01-03T03:30:00,63.88,24.44
M1,2024-01-03T03:40:00,64.52,24.83
M1,2024-01-03T03:50:00,74.1,24.43
M1,2024-01-03T04:00:00,68.72,24.62
M1,2024-01-03T04:10:00,68.01,23.48
M1,2024-01-03T04:20:00,62.8,25.16
M1,2024-01-03T04:30:00,63.94,24.61
M1,2024-01-03T04:40:00,69.72,26.08
M1,2024-01-03T04:50:00,66.12,24.2
M1,2024-01-03T05:00:00,71.42,24.05
M1,2024-01-03T05:10:00,64.41,25.22
M1,2024-01-03T05:20:00,49.6,24.13
M1,2024-01-03T05:30:00,64.55,26.04
M1,2024-01-03T05:40:00,58.8,25.46
M1,2024-01-03T05:50:00,69.95,26.11
M1,2024-01-03T06:00:00,69.03,25.72
M1,2024-01-03T06:10:00,72.33,26.17
M1,2024-01-03T06:20:00,63.75,25.48
M1,2024-01-03T06:30:00,66.16,25.15
M1,2024-01-03T06:40:00,63.55,25.49
M1,2024-01-03T06:50:00,67.14,26.28
M1,2024-01-03T07:00:00,87.45,23.51
M1,2024-01-03T07:10:00,60.2,25.75
M1,2024-01-03T07:20:00,74.48,25.21
M1,2024-01-03T07:30:00,68.25,26.58
M1,2024-01-03T07:40:00,73.04,23.56
M1,2024-01-03T07:50:00,64.77,25.19
M1,2024-01-03T08:00:00,65.19,25.17
M1,2024-01-03T08:10:00,72.98,23.48
M1,2024-01-03T08:20:00,86.1,24.47
M1,2024-01-03T08:30:00,89.7,24.93
M1,2024-01-03T08:40:00,58.5,24.59
M1,2024-01-03T08:50:00,59.76,22.8
M1,2024-01-03T09:00:00,70.24,25.99
M1,2024-01-03T09:10:00,68.22,24.44
M1,2024-01-03T09:20:00,65.89,23.85
M1,2024-01-03T09:30:00,76.23,23.93
M1,2024-01-03T09:40:00,71.49,24.79
M1,2024-01-03T09:50:00,60.74,26.44
M1,2024-01-03T10:00:00,69.53,24.97
M1,2024-01-03T10:10:00,68.71,25.46
M1,2024-01-03T10:20:00,69.3,25.61
M1,2024-01-03T10:30:00,67.98,25.71
M1,2024-01-03T10:40:00,61.85,24.95
M1,2024-01-03T10:50:00,63.62,26.8
M1,2024-01-03T11:00:00,63.3,24.99
M1,2024-01-03T11:10:00,71.2,24.35
M1,2024-01-03T11:20:00,65.62,24.97
M1,2024-01-03T11:30:00,83.64,22.58
M1,2024-01-03T11:40:00,72.12,23.91
M1,2024-01-03T11:50:00,62.17,24.95
M1,2024-01-03T12:00:00,79.01,24.98
M1,2024-01-03T12:10:00,65.9,25.03
M1,2024-01-03T12:20:00,62.62,25.04
M1,2024-01-03T12:30:00,61.99,24.72
M1,2024-01-03T12:40:00,71.94,25.62
M1,2024-01-03T12:50:00,74.0,25.92
M1,2024-01-03T13:00:00,90.44,25.36
M1,2024-01-03T13:10:00,71.48,25.64
M1,2024-01-03T13:20:00,67.57,25.95
M1,2024-01-03T13:30:00,77.38,24.31
M1,2024-01-03T13:40:00,65.15,25.2
M1,2024-01-03T13:50:00,83.05,24.52
M1,2024-01-03T14:00:00,61.84,24.47
M1,2024-01-03T14:10:00,66.88,27.14
M1,2024-01-03T14:20:00,62.33,25.75
M1,2024-01-03T14:30:00,67.19,25.12
M1,2024-01-03T14:40:00,64.49,25.21
M1,2024-01-03T14:50:00,84.23,23.33
M1,2024-01-03T15:00:00,71.66,25.87
M1,2024-01-03T15:10:00,60.87,23.54
M1,2024-01-03T15:20:00,59.19,27.0
M1,2024-01-03T15:30:00,72.39,24.96
M1,2024-01-03T15:40:00,58.84,24.43
M1,2024-01-03T15:50:00,74.38,26.38
M1,2024-01-03T16:00:00,69.01,24.31
M1,2024-01-03T16:10:00,64.25,24.33
M1,2024-01-03T16:20:00,68.62,24.71
M1,2024-01-03T16:30:00,69.72,24.63
M1,2024-01-03T16:40:00,55.83,25.24
M1,2024-01-03T16:50:00,65.19,23.88
M1,2024-01-03T17:00:00,71.04,23.75
M1,2024-01-03T17:10:00,64.66,25.35
M1,2024-01-03T17:20:00,59.22,24.73
M1,2024-01-03T17:30:00,85.23,23.72
M1,2024-01-03T17:40:00,65.7,26.23
M1,2024-01-03T17:50:00,74.5,25.85
M1,2024-01-03T18:00:00,71.24,26.22
M1,2024-01-03T18:10:00,68.91,25.43
M1,2024-01-03T18:20:00,65.48,25.38
M1,2024-01-03T18:30:00,66.64,24.96
M1,2024-01-03T18:40:00,66.35,23.97
M1,2024-01-03T18:50:00,67.39,23.0
M1,2024-01-03T19:00:00,85.42,25.45
M1,2024-01-03T19:10:00,71.99,22.1
M1,2024-01-03T19:20:00,62.64,25.4
M1,2024-01-03T19:30:00,88.32,23.96
M1,2024-01-03T19:40:00,68.38,24.35
M1,2024-01-03T19:50:00,66.05,25.22
M1,2024-01-03T20:00:00,66.85,27.0
M1,2024-01-03T20:10:00,68.01,26.05
M1,2024-01-03T20:20:00,85.59,25.45
M1,2024-01-03T20:30:00,70.19,23.86
M1,2024-01-03T20:40:00,63.14,25.3
M1,2024-01-03T20:50:00,66.68,25.33
M1,2024-01-03T21:00:00,68.7,26.44
M1,2024-01-03T21:10:00,65.78,25.96
M1,2024-01-03T21:20:00,72.23,25.57
M1,2024-01-03T21:30:00,65.51,26.38
M1,2024-01-03T21:40:00,67.6,23.97
M1,2024-01-03T21:50:00,81.71,23.56
M1,2024-01-03T22:00:00,62.57,26.55
M1,2024-01-03T22:10:00,63.81,23.68
M1,2024-01-03T22:20:00,67.85,24.3
M1,2024-01-03T22:30:00,63.56,27.25
M1,2024-01-03T22:40:00,67.3,26.13
M1,2024-01-03T22:50:00,60.05,23.35
M1,2024-01-03T23:00:00,78.64,25.73
M1,2024-01-03T23:10:00,69.97,25.85
M1,2024-01-03T23:20:00,65.74,25.39
M1,2024-01-03T23:30:00,63.23,24.72
M1,2024-01-03T23:40:00,62.65,24.02
M1,2024-01-03T23:50:00,67.9,26.39
M2,2024-01-01T00:00:00,74.57,25.77
M2,2024-01-01T00:10:00,62.09,24.78
M2,2024-01-01T00:20:00,62.15,25.55
M2,2024-01-01T00:30:00,63.99,25.32
M2,2024-01-01T00:40:00,73.99,24.92
M2,2024-01-01T00:50:00,67.63,24.57
M2,2024-01-01T01:00:00,73.03,25.38
M2,2024-01-01T01:10:00,63.49,24.34
M2,2024-01-01T01:20:00,72.75,24.7
M2,2024-01-01T01:30:00,60.78,24.31
M2,2024-01-01T01:40:00,71.01,24.44
M2,2024-01-01T01:50:00,63.63,25.28
M2,2024-01-01T02:00:00,78.11,23.76
M2,2024-01-01T02:10:00,70.17,25.41
M2,2024-01-01T02:20:00,73.12,26.62
M2,2024-01-01T02:30:00,64.21,23.63
M2,2024-01-01T02:40:00,68.57,25.0
M2,2024-01-01T02:50:00,62.98,26.64
M2,2024-01-01T03:00:00,71.88,26.1
M2,2024-01-01T03:10:00,69.84,26.63
M2,2024-01-01T03:20:00,61.5,24.29
M2,2024-01-01T03:30:00,67.17,24.23
M2,2024-01-01T03:40:00,83.13,25.7
M2,2024-01-01T03:50:00,68.65,25.83
M2,2024-01-01T04:00:00,61.14,23.77
M2,2024-01-01T04:10:00,75.36,25.42
M2,2024-01-01T04:20:00,67.48,24.32
M2,2024-01-01T04:30:00,69.69,24.08
M2,2024-01-01T04:40:00,62.43,25.08
M2,2024-01-01T04:50:00,63.32,26.24
M2,2024-01-01T05:00:00,64.33,23.59
M2,2024-01-01T05:10:00,73.07,25.14
M2,2024-01-01T05:20:00,63.25,25.23
M2,2024-01-01T05:30:00,67.67,24.85
M2,2024-01-01T05:40:00,61.65,24.11
M2,2024-01-01T05:50:00,57.82,25.51
M2,2024-01-01T06:00:00,77.78,23.87
M2,2024-01-01T06:10:00,66.97,25.84
M2,2024-01-01T06:20:00,65.08,25.46
M2,2024-01-01T06:30:00,67.41,24.9
M2,2024-01-01T06:40:00,69.84,25.6
M2,2024-01-01T06:50:00,66.13,24.24
M2,2024-01-01T07:00:00,61.82,26.31
M2,2024-01-01T07:10:00,72.43,25.47
M2,2024-01-01T07:20:00,79.32,24.7
M2,2024-01-01T07:30:00,67.05,23.69
M2,2024-01-01T07:40:00,65.14,24.01
M2,2024-01-01T07:50:00,85.17,25.53
M2,2024-01-01T08:00:00,57.99,24.35
M2,2024-01-01T08:10:00,62.3,24.86
M2,2024-01-01T08:20:00,69.7,23.72
M2,2024-01-01T08:30:00,65.93,26.49
M2,2024-01-01T08:40:00,83.31,24.59
M2,2024-01-01T08:50:00,63.93,24.7
M2,2024-01-01T09:00:00,67.08,24.27
M2,2024-01-01T09:10:00,69.18,26.19
M2,2024-01-01T09:20:00,69.5,27.29
M2,2024-01-01T09:30:00,60.17,24.78
M2,2024-01-01T09:40:00,73.04,24.68
M2,2024-01-01T09:50:00,64.12,22.41
M2,2024-01-01T10:00:00,87.59,24.2
M2,2024-01-01T10:10:00,59.61,25.18
M2,2024-01-01T10:20:00,82.02,24.97
M2,2024-01-01T10:30:00,72.98,24.84
M2,2024-01-01T10:40:00,61.03,24.96
M2,2024-01-01T10:50:00,66.14,26.71
M2,2024-01-01T11:00:00,62.63,22.72
M2,2024-01-01T11:10:00,63.65,26.04
M2,2024-01-01T11:20:00,59.0,24.59
M2,2024-01-01T11:30:00,77.79,24.39
M2,2024-01-01T11:40:00,68.38,25.8
M2,2024-01-01T11:50:00,67.16,24.25
M2,2024-01-01T12:00:00,67.44,26.72
M2,2024-01-01T12:10:00,65.17,25.18
M2,2024-01-01T12:20:00,82.59,26.3
M2,2024-01-01T12:30:00,73.0,24.34
M2,2024-01-01T12:40:00,64.74,24.56
M2,2024-01-01T12:50:00,72.93,25.72
M2,2024-01-01T13:00:00,70.04,26.31
M2,2024-01-01T13:10:00,65.39,24.75
M2,2024-01-01T13:20:00,70.21,26.22
M2,2024-01-01T13:30:00,63.78,25.93
M2,2024-01-01T13:40:00,74.28,26.8
M2,2024-01-01T13:50:00,69.69,26.07
M2,2024-01-01T14:00:00,69.78,24.79
M2,2024-01-01T14:10:00,61.78,23.03
M2,2024-01-01T14:20:00,69.9,25.15
M2,2024-01-01T14:30:00,65.89,24.72
M2,2024-01-01T14:40:00,60.3,25.91
M2,2024-01-01T14:50:00,66.16,25.28
M2,2024-01-01T15:00:00,73.07,24.86
M2,2024-01-01T15:10:00,70.31,26.17
M2,2024-01-01T15:20:00,68.63,25.03
M2,2024-01-01T15:30:00,69.0,24.35
M2,2024-01-01T15:40:00,67.15,23.51
M2,2024-01-01T15:50:00,68.54,26.7
M2,2024-01-01T16:00:00,57.5,25.08
M2,2024-01-01T16:10:00,70.77,25.38
M2,2024-01-01T16:20:00,63.89,25.48
M2,2024-01-01T16:30:00,65.95,24.15
M2,2024-01-01T16:40:00,68.3,23.6
M2,2024-01-01T16:50:00,61.02,25.44
M2,2024-01-01T17:00:00,68.39,26.45
M2,2024-01-01T17:10:00,82.65,25.65
M2,2024-01-01T17:20:00,59.75,23.89
M2,2024-01-01T17:30:00,70.61,24.63
M2,2024-01-01T17:40:00,62.91,22.91
M2,2024-01-01T17:50:00,68.12,25.93
M2,2024-01-01T18:00:00,75.41,24.25
M2,2024-01-01T18:10:00,80.42,26.26
M2,2024-01-01T18:20:00,67.91,24.16
M2,2024-01-01T18:30:00,64.18,25.18
M2,2024-01-01T18:40:00,76.31,26.89
M2,2024-01-01T18:50:00,72.12,25.59
M2,2024-01-01T19:00:00,66.96,26.31
M2,2024-01-01T19:10:00,84.49,24.55
M2,2024-01-01T19:20:00,71.74,25.68
M2,2024-01-01T19:30:00,61.29,24.81
M2,2024-01-01T19:40:00,62.78,24.86
M2,2024-01-01T19:50:00,74.57,25.63
M2,2024-01-01T20:00:00,67.95,25.58
M2,2024-01-01T20:10:00,73.11,25.58
M2,2024-01-01T20:20:00,72.74,24.7
M2,2024-01-01T20:30:00,76.42,26.54
M2,2024-01-01T20:40:00,59.95,23.83
M2,2024-01-01T20:50:00,85.42,23.23
M2,2024-01-01T21:00:00,72.16,24.81
M2,2024-01-01T21:10:00,69.57,24.47
M2,2024-01-01T21:20:00,61.44,24.95
M2,2024-01-01T21:30:00,66.86,26.77
M2,2024-01-01T21:40:00,71.5,25.78
M2,2024-01-01T21:50:00,62.01,25.3
M2,2024-01-01T22:00:00,68.77,25.12
M2,2024-01-01T22:10:00,84.7,24.8
M2,2024-01-01T22:20:00,68.78,24.78
M2,2024-01-01T22:30:00,71.57,24.2
M2,2024-01-01T22:40:00,64.37,24.99
M2,2024-01-01T22:50:00,77.73,25.88
M2,2024-01-01T23:00:00,68.24,25.09
M2,2024-01-01T23:10:00,59.19,24.47
M2,2024-01-01T23:20:00,61.45,25.57
M2,2024-01-01T23:30:00,69.33,24.96
M2,2024-01-01T23:40:00,62.96,24.68
M2,2024-01-01T23:50:00,63.33,24.19
M2,2024-01-02T00:00:00,72.09,27.66
M2,2024-01-02T00:10:00,69.14,25.69
M2,2024-01-02T00:20:00,86.14,26.81
M2,2024-01-02T00:30:00,61.64,22.08
M2,2024-01-02T00:40:00,64.76,27.01
